"Country","Sample","X","Y","aet_03","aet_04","aet_05","aet_06","aet_07","aet_08","aet_09","aet_10","aet_lt","def_03","def_04","def_05","def_06","def_07","def_08","def_09","def_10","def_lt","moist_03","moist_04","moist_05","moist_06","moist_07","moist_08","moist_09","moist_10","moist_lt","name","pdsi_03","pdsi_04","pdsi_05","pdsi_06","pdsi_07","pdsi_08","pdsi_09","pdsi_10","pdsi_lt","pet_03","pet_04","pet_05","pet_06","pet_07","pet_08","pet_09","pet_10","pet_lt","pr_03","pr_04","pr_05","pr_06","pr_07","pr_08","pr_09","pr_10","pr_lt","srad_03","srad_04","srad_05","srad_06","srad_07","srad_08","srad_09","srad_10","srad_lt","swe_03","swe_04","swe_05","swe_06","swe_07","swe_08","swe_09","swe_10","swe_lt","tmmn_03","tmmn_04","tmmn_05","tmmn_06","tmmn_07","tmmn_08","tmmn_09","tmmn_10","tmmn_lt","tmmx_03","tmmx_04","tmmx_05","tmmx_06","tmmx_07","tmmx_08","tmmx_09","tmmx_10","tmmx_lt","vap_03","vap_04","vap_05","vap_06","vap_07","vap_08","vap_09","vap_10","vap_lt","vpd_03","vpd_04","vpd_05","vpd_06","vpd_07","vpd_08","vpd_09","vpd_10","vpd_lt","bulk","clay","ph","soc","water","soil_moisture_03","soil_moisture_03_1","soil_moisture_05","soil_moisture_06","soil_moisture_07","soil_moisture_08","soil_moisture_09","soil_moisture_10","soil_moisture_lt","evi_03","evi_04","evi_05","evi_06","evi_07","evi_08","evi_09","evi_10","evi_lt","ndvi_03","ndvi_04","ndvi_05","ndvi_06","ndvi_07","ndvi_08","ndvi_09","ndvi_10","ndvi_lt","fpar_03","fpar_04","fpar_05","fpar_06","fpar_07","fpar_08","fpar_09","fpar_10","fpar_lt","lai_03","lai_04","lai_05","lai_06","lai_07","lai_08","lai_09","lai_10","lai_lt","gpp_03","gpp_04","gpp_05","gpp_06","gpp_07","gpp_08","gpp_09","gpp_10","gpp_lt","npp_03","npp_04","npp_05","npp_06","npp_07","npp_08","npp_09","npp_10","npp_lt","height","gHM"
"France","MAPP_196",1.422952,42.80206,43.5,57.7,79.9,100.5,103.2,55.2,92,65,63.18666667,0,0,0,17.2,36.5,79.3,0,0,12.2,112.5,112.5,112.5,83,43.2,29.4,68.6,92.2,86.74,"Bernadouze",-2.23,-2.64,-2.8,-3.04,-3.07,-3.57,-2.87,-2.92,-2.6655,43.5,57.7,79.9,117.7,139.7,134.5,92,65,75.38666667,77,68,99,75,67,44,138,93,104.9666667,164.6,203.5,238.2,271.8,276.5,243,189.1,132.7,172.8383333,3,1,0,0,0,0,0,0,9.2,-1.8,-1.5,2,8.1,9.9,10.8,9.1,4.3,3.506666667,6.2,7.4,10.8,17.3,19.4,20.3,17.3,11.6,11.67,0.532,0.562,0.739,0.987,1.044,1.065,1.055,0.731,0.7223,0.21,0.23,0.26,0.54,0.7,0.78,0.51,0.37,0.4035,850,1500,570,65,41,0.23811439,0.21784207,0.22301684,0.23161326,0.21297678,0.21902312,0.27359316,0.22805296,0.24597365,0.1732,0.2102,0.57225,0.6574,0.6018,0.5691,0.32855,0.2051,0.28282193,0.46545,0.57575,0.814,0.90785,0.8595,0.8892,0.76895,0.6467,0.588959649,0.21,0.382857143,0.31,0.7,0.747142857,0.79625,0.80125,0.708571429,0.453877996,0.4,0.9,0.8125,3.6625,4.042857143,4.2,4.4375,1.971428571,1.896949891,0.01135,0.018066667,0.031925,0.066225,0.074225,0.06505,0.044875,0.0275,0.027848261,0.010275,0.016133333,0.0285,0.0518,0.053625,0.043825,0.03015,0.0245,0.02029913,1365,0.13091165
"Great Britain","MAPP_197",-2.61822,53.18775,32.7,42.1,71.8,72.4,84.1,62.9,52.5,32.2,41.96833333,0,14.3,0,20.4,13.9,17.2,0,0,7.573333333,59.8,35.3,59.8,24.8,17.7,13.2,36.5,59.8,45.79833333,"",4,2.79,3.44,3.02,3.1,2.58,2.45,2.9,1.011,32.7,56.4,71.8,92.8,98,80,52.5,32.2,49.54166667,43,18,108,39,81,61,80,107,70.15,96.6,149.1,195.5,204.3,196.5,159.6,114.6,65.6,108.6366667,0,0,0,0,0,0,0,0,0.016666667,2.9,2.2,5.4,11.5,13.6,11.7,11.8,8.1,6.436666667,9.6,10.3,13.8,19.6,21.6,19.7,19.1,15,13.32666667,0.814,0.669,0.964,1.319,1.567,1.437,1.467,1.205,1.038283333,0.16,0.32,0.28,0.51,0.51,0.4,0.34,0.19,0.2665,1120,1500,550,60,32,0.3319617,0.22701797,0.23659803,0.14788254,0.17682283,0.19979925,0.20652647,0.26608467,0.25879553,0.36175,0.45115,0.5327,0.6577,0.6316,0.55185,0.4589,0.6286,0.465657018,0.6088,0.7395,0.81085,0.84195,0.8912,0.8314,0.7237,0.8493,0.74735614,0.45375,0.63,0.5525,0.59625,0.511428571,0.5875,0.7225,0.531428571,0.584335512,0.9,1.728571429,1.8375,2.35,1.728571429,1.8875,2.45,1.242857143,1.950544662,0.0128,0.021566667,0.03005,0.040875,0.044775,0.037375,0.029825,0.014066667,0.02264,0.010325,0.017233333,0.022675,0.030575,0.033275,0.028875,0.0194,0.0081,0.015384348,78,0.553968
"France","MAPP_202",1.7999628,42.827882,36.1,57.3,81.4,99.8,102.9,79.9,91.3,68.6,63.8,0,0,0,14.8,32.6,52.4,0,0,10.33666667,163,163,163,137.6,94.4,53.3,111.7,117.9,130.8866667,"Grenouillère",-2.06,-2.48,-2.78,-2.92,-2.83,-3.33,-2.49,-2.71,-2.954666667,36.1,57.3,81.4,114.6,135.5,132.3,91.3,68.6,74.13666667,74,66,86,78,63,41,158,79,104.2833333,166.3,204.9,238,271.7,274.6,242.4,190.3,134,173.6416667,7,1,0,0,0,0,0,0,10.45,-2,-1.4,2,7.9,9.6,10.5,9.1,4.2,3.325,5.6,7.1,10.6,17,19,19.9,17.2,11.4,11.32333333,0.532,0.551,0.714,1.006,1.065,1.067,1.069,0.697,0.717933333,0.19,0.23,0.28,0.5,0.64,0.73,0.49,0.39,0.384166667,850,1400,570,70,37,0.2915738,0.2572747,0.2545707,0.25415185,0.22094765,0.22718622,0.30239087,0.26794773,0.28195915,0.2095,0.2362,0.43265,0.4887,0.4723,0.5191,0.36595,0.4023,0.295602609,0.34095,0.4897,0.6865,0.72605,0.8371,0.77475,0.6408,0.7143,0.489366087,0.135,0.324285714,0.33375,0.5225,0.611428571,0.70625,0.47625,0.608571429,0.366339869,0.25,0.871428571,0.9875,2.4125,2.642857143,2.95,1.3625,1.528571429,1.203921569,0.006875,0.019833333,0.0328,0.065425,0.057975,0.068475,0.02635,0.030066667,0.027475652,0.006425,0.0178,0.02915,0.052,0.0479,0.05215,0.021975,0.0263,0.021956087,1604,0.32102057
"France","MAPP_203",1.7999628,42.827882,36.1,57.3,81.4,99.8,102.9,79.9,91.3,68.6,63.8,0,0,0,14.8,32.6,52.4,0,0,10.33666667,163,163,163,137.6,94.4,53.3,111.7,117.9,130.8866667,"Grenouillère",-2.06,-2.48,-2.78,-2.92,-2.83,-3.33,-2.49,-2.71,-2.954666667,36.1,57.3,81.4,114.6,135.5,132.3,91.3,68.6,74.13666667,74,66,86,78,63,41,158,79,104.2833333,166.3,204.9,238,271.7,274.6,242.4,190.3,134,173.6416667,7,1,0,0,0,0,0,0,10.45,-2,-1.4,2,7.9,9.6,10.5,9.1,4.2,3.325,5.6,7.1,10.6,17,19,19.9,17.2,11.4,11.32333333,0.532,0.551,0.714,1.006,1.065,1.067,1.069,0.697,0.717933333,0.19,0.23,0.28,0.5,0.64,0.73,0.49,0.39,0.384166667,850,1400,570,70,37,0.2915738,0.2572747,0.2545707,0.25415185,0.22094765,0.22718622,0.30239087,0.26794773,0.28195915,0.2095,0.2362,0.43265,0.4887,0.4723,0.5191,0.36595,0.4023,0.295602609,0.34095,0.4897,0.6865,0.72605,0.8371,0.77475,0.6408,0.7143,0.489366087,0.135,0.324285714,0.33375,0.5225,0.611428571,0.70625,0.47625,0.608571429,0.366339869,0.25,0.871428571,0.9875,2.4125,2.642857143,2.95,1.3625,1.528571429,1.203921569,0.006875,0.019833333,0.0328,0.065425,0.057975,0.068475,0.02635,0.030066667,0.027475652,0.006425,0.0178,0.02915,0.052,0.0479,0.05215,0.021975,0.0263,0.021956087,1604,0.32102057
"France","MAPP_204",1.372466,42.805204,55.6,66.8,87.4,102.9,103.3,57,92.9,66.3,65.47166667,0,2.9,0,18.9,35.7,74.7,0,0,13.075,113.8,108.8,111.4,79.9,43.6,29.7,59.9,74.6,84.44833333,"Estagnon",-2.04,-2.37,-2.55,-2.79,-2.82,-3.32,-2.68,-2.7,-2.7385,55.6,69.7,87.4,121.8,139,131.7,92.9,66.3,78.54666667,73,65,95,75,70,45,130,85,97.45,162.1,203.4,238.4,268.9,269.2,239.1,186.8,131.8,170.9683333,0,0,0,0,0,0,0,0,4.166666667,-0.4,0.3,3.5,9.4,11.1,11.8,10.4,5.6,4.693333333,8.2,9.5,12.7,19,21,21.8,18.9,13.4,13.24,0.594,0.61,0.818,1.089,1.194,1.229,1.178,0.819,0.8087,0.25,0.3,0.31,0.6,0.72,0.77,0.55,0.41,0.434,1120,1500,560,60,32,0.23811439,0.21784207,0.22301684,0.23161326,0.21297678,0.21902312,0.27359316,0.22805296,0.24597365,0.23685,0.27825,0.56765,0.5396,0.5725,0.5916,0.4855,0.3928,0.303216522,0.47985,0.4991,0.76005,0.8098,0.78845,0.82975,0.79775,0.6981,0.52652087,0.23875,0.375714286,0.33,0.80375,0.677142857,0.80875,0.60625,0.721428571,0.412701525,0.4625,0.885714286,0.875,4.4125,3.428571429,4.2375,2.425,2.457142857,1.512854031,0.0124,0.018566667,0.02735,0.066625,0.07055,0.064,0.041375,0.0294,0.028748261,0.010775,0.015733333,0.023475,0.049275,0.046075,0.039675,0.02425,0.0221,0.019477826,1309,0.21273956
"Finland","MAPP_210",26.65420873,67.36865977,0,5.8,59.1,89,85.9,62,26.4,3,27.695,0,0,0,15.6,21.1,0,0,0,2.77,66.7,66.7,66.7,40,22.7,47.5,57.5,66.7,57.02,"Halssiaappa",1.24,1.34,2.17,2.39,2.32,2.94,2.46,4.77,2.215166667,0,5.8,59.1,104.6,107,62,26.4,3,30.465,22,35,58,60,72,91,38,125,47.9,73.3,149.9,189.2,218,194.3,135.2,72.3,24.1,91.01166667,183,179,6,0,0,0,0,40,84.4,-11.6,-5.1,-1,9.2,11,6.4,1.3,-2,-4.015,-1,4.9,8.6,19.5,21.1,15.9,9.1,3.9,5.328333333,0.314,0.432,0.571,0.963,1.17,1.051,0.757,0.621,0.589083333,0.1,0.21,0.27,0.76,0.74,0.34,0.16,0.05,0.229666667,930,800,520,90,33,-9999,-9999,0.4359634,0.29980296,0.2638583,0.32340568,0.3022051,0.38827977,0.3216636,-0.0213,-0.033,0.1648,0.3484,0.4947,0.326,0.36155,0.2493,0.148302128,-0.02135,-0.03355,0.3917,0.7424,0.765,0.69595,0.7007,0.5266,0.355379787,0.015,0.018571429,0.15,0.4925,0.652857143,0.475,0.42625,0.132857143,0.226151762,0.0125,0.014285714,0.325,1.3125,1.985714286,1.125,0.9125,0.3,0.541192412,0,0,0.005725,0.047475,0.051025,0.02565,0.0057,0.000566667,0.01307337,0,0,0.005225,0.043275,0.04425,0.022175,0.004175,-0.000133333,0.011503261,188,0.21789603
"Finland","MAPP_211",26.50205305,67.4287588,0,6.2,58.3,87,88.6,61.7,25.8,2,27.45833333,0,0,0,16.3,15.6,0,0,0,2.528333333,67.8,67.8,67.8,39.9,27.4,50.6,61.3,67.8,59.80833333,"Välisuvannonjänkä",1.31,1.39,2.25,2.37,2.45,3.01,2.52,5.13,2.245,0,6.2,58.3,103.2,104.2,61.7,25.8,2,29.98666667,21,35,57,56,80,89,38,134,47.88333333,73.7,149.9,188.2,217.5,194.6,134.6,72.2,23.9,90.75,178,173,6,0,0,0,0,59,83,-11.4,-5,-1,9,10.6,6.4,1.1,-2.3,-4.083333333,-0.7,4.9,8.4,19.3,20.6,15.9,9,3.6,5.27,0.315,0.429,0.569,0.963,1.168,1.045,0.76,0.617,0.588416667,0.1,0.22,0.27,0.74,0.69,0.34,0.15,0.04,0.2215,880,500,530,105,35,-9999,-9999,0.42687568,0.2898327,0.25169143,0.30589387,0.2882448,0.37197706,0.31047678,0.06045,0.01695,0.2742,0.4424,0.51745,0.34315,0.25925,0.2228,0.187734043,0.07845,0.01915,0.6513,0.8018,0.8085,0.7308,0.6038,0.5144,0.38555,0.03625,0.041428571,0.17625,0.63375,0.745714286,0.49625,0.4375,0.158571429,0.271761518,0.05,0.057142857,0.3875,2.4,2.642857143,1.125,0.95,0.385714286,0.727100271,0,0.000333333,0.006325,0.05325,0.05945,0.028875,0.007175,0.000666667,0.015413043,0,0.000266667,0.005775,0.0482,0.050125,0.0252,0.005775,-0.000133333,0.013397283,200,0.30180356
"Finland","MAPP_212",24.20182706,67.99565365,0,2,11.4,91,85.7,59,25,0.3,24.555,0,0,0,0,13.4,0,0,0,0.721666667,45.1,45.1,45.1,45.1,22.1,38.4,45.1,45.1,43.97833333,"Lompolovuoma",3.68,3.83,5.04,4.59,3.41,2.93,2.3,4.87,2.645833333,0,2,11.4,91,99.1,59,25,0.3,25.27666667,23,38,54,58,66,79,47,125,49.73333333,73.4,148.9,188,218.2,193.5,132.2,72.3,24.8,89.98166667,208,229,202,0,0,0,0,110,85.21666667,-11.3,-5.8,-4,7.4,10.1,5.8,0.7,-4.1,-4.673333333,-0.6,3.6,4.7,16.7,19.5,14.8,8.7,2,4.488333333,0.304,0.409,0.546,0.892,1.147,0.999,0.747,0.553,0.5694,0.12,0.19,0.11,0.58,0.61,0.31,0.14,0.03,0.186166667,790,500,470,185,37,-9999,-9999,0.3569901,0.2992602,0.26291847,0.2817827,0.2839523,0.33559456,0.32504314,0.0256,0.0064,0.1085,0.36445,0.37145,0.3223,0.28135,-0.0484,0.165076404,0.0299,0.006,0.27975,0.69825,0.6082,0.65645,0.59045,-0.0605,0.335021591,0.035,0.015714286,0.0725,0.47375,0.561428571,0.645,0.2875,0.098571429,0.2245,0.0375,0,0.1375,1.2,1.657142857,1.4625,0.525,0.214285714,0.530555556,1e-04,0,0.00335,0.049575,0.0485,0.025625,0.0032,0.000366667,0.012234783,0,0,0.003075,0.045075,0.04245,0.022425,0.002775,6.67e-05,0.010794565,267,0.03647255
"Finland","MAPP_213",24.20914291,67.99730626,0,2.5,14.5,91.9,86.4,58.8,25.3,0.3,25.05166667,0,0,0,0,13.5,0,0,0,0.735,44.9,44.9,44.9,44.9,21.6,38.2,44.9,44.9,43.76166667,"Lompolojänkkä",3.64,3.77,4.98,4.56,3.39,2.91,2.29,4.84,2.608,0,2.5,14.5,91.9,99.9,58.8,25.3,0.3,25.78666667,22,38,54,58,66,79,45,127,49.6,73.5,149.2,188.2,218.8,194.2,132.5,72.2,24.7,90.15333333,205,222,176,0,0,0,0,110,83.08333333,-11.3,-5.6,-3.7,7.5,10.2,5.9,0.9,-4,-4.641666667,-0.6,3.8,4.9,16.8,19.6,14.8,8.7,2.1,4.511666667,0.304,0.409,0.557,0.892,1.148,1.008,0.748,0.563,0.571583333,0.12,0.2,0.11,0.59,0.62,0.3,0.14,0.02,0.187166667,830,500,470,180,37,-9999,-9999,0.3569901,0.2992602,0.26291847,0.2817827,0.2839523,0.33559456,0.32504314,0.07175,-0.0136,0.1131,0.38505,0.4563,0.36525,0.2428,-3e-04,0.177616854,0.08035,-0.01565,0.2776,0.7287,0.79755,0.7037,0.518,-3e-04,0.3373,0.0525,0.028571429,0.08375,0.4925,0.605714286,0.65,0.27625,0.108571429,0.231861111,0.0625,0.014285714,0.15,1.3,1.785714286,1.5,0.5,0.242857143,0.570555556,1e-04,0,0.003425,0.048975,0.050625,0.026325,0.00305,0.000333333,0.012090217,0,0,0.003175,0.0447,0.044075,0.022875,0.0025,6.67e-05,0.01065,265,0.035135742
"Finland","MAPP_214",23.97175438,60.64581159,1,44.6,84.2,89.5,87.2,77.1,37.6,18.1,35.44333333,0,0,0,21.7,41,0,3.9,0,8.056666667,129.8,129.8,129.8,92.5,49.9,100.1,95.5,129.8,104.1116667,"Tervalamminsuo prestine",-1.06,-1.29,1.39,1.77,0.87,1.61,0.9,1.19,-0.605833333,1,44.6,84.2,111.2,128.2,77.1,41.5,18.1,43.5,30,34,82,55,47,134,35,90,57.41666667,89.1,155.2,209.6,230.1,226.1,164.3,99.2,42.2,108.07,154,10,0,0,0,0,0,0,39.41666667,-5.1,-1.4,3.9,12.7,14.8,9.6,4.9,4.6,2.056666667,2.4,7.6,15.2,23.2,25,19.1,12.7,10.1,9.715,0.437,0.522,0.805,1.357,1.469,1.35,0.908,0.91,0.776283333,0.14,0.28,0.47,0.81,0.97,0.36,0.26,0.14,0.312333333,890,1800,490,150,28,0.3984406,0.51224864,0.56754166,0.50742424,0.45412275,0.5885244,0.5696551,0.60156536,0.5084699,0.13435,0.27905,0.30725,0.36815,0.43655,0.4477,0.26375,0.3394,0.241156522,0.2915,0.6185,0.6644,0.6852,0.7619,0.81805,0.52155,0.7036,0.479857391,0.19375,0.312857143,0.39625,0.63875,0.687142857,0.5025,0.60375,0.168571429,0.351437908,0.275,0.671428571,0.9625,1.9,2.185714286,1.475,1.275,0.257142857,0.904357298,0.002625,0.010466667,0.02385,0.0658,0.061875,0.04045,0.018175,0.0021,0.019343913,0.002375,0.0095,0.021575,0.05765,0.052225,0.03465,0.015825,0.0016,0.016817391,94,0.31292593
"France","MAPP_215",1.783198731,42.8231437,23.8,46.3,77.8,98.7,102.9,78,88.9,67.1,60.94666667,0,0,0,13.8,32.2,56.5,0,0,9.758333333,156.1,156.1,156.1,132.4,89.5,50.5,114.8,130.2,127.2366667,"Montségur",-2.02,-2.48,-2.76,-2.9,-2.81,-3.3,-2.48,-2.68,-2.780666667,23.8,46.3,77.8,112.5,135,134.5,88.9,67.1,70.705,77,68,90,79,63,41,161,87,109.8166667,167.3,204.7,238,273.5,277.9,245.3,190.4,134,174.2583333,25,10,0,0,0,0,0,0,21.65,-2.7,-2.2,1.1,7,8.7,9.9,8.3,3.6,2.615,4.8,6.2,9.6,15.9,18,19,16.2,10.5,10.45333333,0.491,0.523,0.675,0.93,0.974,0.969,1.01,0.66,0.6697,0.19,0.21,0.26,0.48,0.62,0.74,0.46,0.37,0.374333333,960,1400,600,65,38,0.2915738,0.2572747,0.2545707,0.25415185,0.22094765,0.22718622,0.30239087,0.26794773,0.28195915,0.02805,0.07455,0.18505,0.33775,0.3608,0.4027,0.33555,0.2658,0.167146087,0.0344,0.1053,0.30045,0.6297,0.75275,0.71855,0.62275,0.6446,0.348094783,0.02625,0.054285714,0.17875,0.46625,0.661428571,0.71,0.41625,0.647142857,0.291699346,0.0375,0.085714286,0.3625,1.3,2.4,2.575,0.9125,1.4,0.78496732,0.001025,0.001733333,0.015825,0.04455,0.050625,0.04915,0.0246,0.028933333,0.018157391,0.00095,0.001533333,0.014625,0.03865,0.042425,0.0366,0.020475,0.025166667,0.014595217,1996,0.23144315
"France","MAPP_216",1.783128652,42.82317842,23.8,46.3,77.8,98.7,102.9,78,88.9,67.1,60.94666667,0,0,0,13.8,32.2,56.5,0,0,9.758333333,156.1,156.1,156.1,132.4,89.5,50.5,114.8,130.2,127.2366667,"Montségur",-2.02,-2.48,-2.76,-2.9,-2.81,-3.3,-2.48,-2.68,-2.780666667,23.8,46.3,77.8,112.5,135,134.5,88.9,67.1,70.705,77,68,90,79,63,41,161,87,109.8166667,167.3,204.7,238,273.5,277.9,245.3,190.4,134,174.2583333,25,10,0,0,0,0,0,0,21.65,-2.7,-2.2,1.1,7,8.7,9.9,8.3,3.6,2.615,4.8,6.2,9.6,15.9,18,19,16.2,10.5,10.45333333,0.491,0.523,0.675,0.93,0.974,0.969,1.01,0.66,0.6697,0.19,0.21,0.26,0.48,0.62,0.74,0.46,0.37,0.374333333,960,1400,600,65,38,0.2915738,0.2572747,0.2545707,0.25415185,0.22094765,0.22718622,0.30239087,0.26794773,0.28195915,0.0239,0.05855,0.26485,0.35745,0.3542,0.37725,0.2657,0.2863,0.179905217,0.02805,0.0703,0.31645,0.61305,0.72125,0.74595,0.6159,0.6192,0.345037391,0.02875,0.038571429,0.09875,0.3725,0.56,0.57875,0.35125,0.401428571,0.224814815,0.0375,0.057142857,0.2125,1.1125,1.857142857,1.8375,0.8125,0.728571429,0.638562092,0.001325,0.0021,0.0073,0.046775,0.059825,0.053625,0.0213,0.018033333,0.018023043,0.0013,0.002,0.0067,0.040925,0.05095,0.042975,0.018225,0.016366667,0.014965217,1996,0.23144315
"France","MAPP_217",1.783066725,42.82323628,23.8,46.3,77.8,98.7,102.9,78,88.9,67.1,60.94666667,0,0,0,13.8,32.2,56.5,0,0,9.758333333,156.1,156.1,156.1,132.4,89.5,50.5,114.8,130.2,127.2366667,"Montségur",-2.02,-2.48,-2.76,-2.9,-2.81,-3.3,-2.48,-2.68,-2.780666667,23.8,46.3,77.8,112.5,135,134.5,88.9,67.1,70.705,77,68,90,79,63,41,161,87,109.8166667,167.3,204.7,238,273.5,277.9,245.3,190.4,134,174.2583333,25,10,0,0,0,0,0,0,21.65,-2.7,-2.2,1.1,7,8.7,9.9,8.3,3.6,2.615,4.8,6.2,9.6,15.9,18,19,16.2,10.5,10.45333333,0.491,0.523,0.675,0.93,0.974,0.969,1.01,0.66,0.6697,0.19,0.21,0.26,0.48,0.62,0.74,0.46,0.37,0.374333333,960,1300,570,65,39,0.2915738,0.2572747,0.2545707,0.25415185,0.22094765,0.22718622,0.30239087,0.26794773,0.28195915,0.0239,0.05855,0.26485,0.35745,0.3542,0.37725,0.2657,0.2863,0.179905217,0.02805,0.0703,0.31645,0.61305,0.72125,0.74595,0.6159,0.6192,0.345037391,0.02875,0.038571429,0.09875,0.3725,0.56,0.57875,0.35125,0.401428571,0.224814815,0.0375,0.057142857,0.2125,1.1125,1.857142857,1.8375,0.8125,0.728571429,0.638562092,0.001325,0.0021,0.0073,0.046775,0.059825,0.053625,0.0213,0.018033333,0.018023043,0.0013,0.002,0.0067,0.040925,0.05095,0.042975,0.018225,0.016366667,0.014965217,1996,0.18226452
"France","MAPP_218",1.789886627,42.83559186,53.3,62.6,83.5,100.5,100.3,65,92.7,67.3,65.96166667,0,4.1,2.7,18.3,37.6,68.8,0,0,12.375,153.7,146.7,142.5,114.6,72.9,45.4,95.8,96.4,116.1683333,"Montségur",-2.31,-2.69,-2.97,-3.11,-3.08,-3.62,-2.74,-2.91,-3.3305,53.3,66.7,86.2,118.8,137.9,133.8,92.7,67.3,78.33666667,66,58,83,76,62,39,151,72,95.85,166.2,204.4,236.8,269.6,269.6,240.2,189.1,132.4,172.4566667,0,0,0,0,0,0,0,0,4.566666667,-0.9,-0.3,3.1,9.1,10.7,11.6,10.1,5.2,4.343333333,7.1,8.6,12,18.5,20.4,21.3,18.5,12.6,12.61166667,0.552,0.585,0.777,1.093,1.163,1.177,1.161,0.773,0.779966667,0.24,0.27,0.31,0.55,0.68,0.78,0.53,0.4,0.417,820,1500,570,70,42,0.2915738,0.2572747,0.2545707,0.25415185,0.22094765,0.22718622,0.30239087,0.26794773,0.28195915,0.20495,0.2188,0.5538,0.64435,0.6288,0.66995,0.3472,0.2857,0.310002609,0.4948,0.5542,0.7851,0.83045,0.84845,0.88985,0.65405,0.6091,0.577677391,0.2075,0.334285714,0.37625,0.7425,0.802857143,0.87375,0.39625,0.728571429,0.43248366,0.4,0.771428571,1,3.9125,3.942857143,4.9,1.35,2.442857143,1.684313725,0.010825,0.018266667,0.034225,0.069475,0.063525,0.060775,0.021025,0.030333333,0.026606522,0.00995,0.016633333,0.0304,0.051675,0.048525,0.03535,0.016275,0.025066667,0.01890913,1408,0.22914933
"France","MAPP_219",1.790070732,42.83537002,53.3,62.6,83.5,100.5,100.3,65,92.7,67.3,65.96166667,0,4.1,2.7,18.3,37.6,68.8,0,0,12.375,153.7,146.7,142.5,114.6,72.9,45.4,95.8,96.4,116.1683333,"",-2.31,-2.69,-2.97,-3.11,-3.08,-3.62,-2.74,-2.91,-3.3305,53.3,66.7,86.2,118.8,137.9,133.8,92.7,67.3,78.33666667,66,58,83,76,62,39,151,72,95.85,166.2,204.4,236.8,269.6,269.6,240.2,189.1,132.4,172.4566667,0,0,0,0,0,0,0,0,4.566666667,-0.9,-0.3,3.1,9.1,10.7,11.6,10.1,5.2,4.343333333,7.1,8.6,12,18.5,20.4,21.3,18.5,12.6,12.61166667,0.552,0.585,0.777,1.093,1.163,1.177,1.161,0.773,0.779966667,0.24,0.27,0.31,0.55,0.68,0.78,0.53,0.4,0.417,820,1500,570,70,42,0.2915738,0.2572747,0.2545707,0.25415185,0.22094765,0.22718622,0.30239087,0.26794773,0.28195915,0.1902,0.21715,0.5478,0.63925,0.57145,0.55885,0.33045,0.2278,0.279456522,0.4993,0.52535,0.80655,0.84635,0.84245,0.88715,0.6061,0.6429,0.565870435,0.22375,0.365714286,0.42375,0.72125,0.85,0.88875,0.48875,0.708571429,0.447625272,0.4375,0.857142857,1.2375,3.8875,4.485714286,4.9625,1.825,2.285714286,1.785185185,0.01075,0.0184,0.036975,0.07275,0.062825,0.059625,0.020325,0.031066667,0.027193478,0.00985,0.0166,0.0326,0.05385,0.048275,0.0365,0.015475,0.025866667,0.019456522,1408,0.22914933
"Germany","MAPP_220",12.676686,50.434283,10.9,32.2,70.8,94.7,96.3,75.6,50.5,35.7,45.24666667,0,0,0,3.2,0,0,2.7,0,7.343333333,80.4,80.4,80.4,74.9,80.4,80.4,75.7,80.4,63.75333333,"Johanngeorgenstadt",-2.82,-2.68,-1.46,-1.47,1.85,3.09,2.29,1.89,-3.8045,10.9,32.2,70.8,97.9,96.3,75.6,53.2,35.7,52.59,54,51,126,94,159,170,48,53,71.91666667,107,161.4,195.9,210.4,205.3,176.9,121.9,79.3,124.995,167,61,0,0,0,0,0,0,26.16666667,-2.7,-2.6,2.3,11,9.9,8,7.8,2.5,3,3.9,5.9,11.6,20,19.4,17.3,15.9,9.4,10.5,0.5,0.529,0.776,1.303,1.361,1.25,1.164,0.771,0.80835,0.16,0.19,0.27,0.53,0.38,0.28,0.27,0.19,0.300833333,860,900,490,85,37,0.30909646,0.28092963,0.28827396,0.25458637,0.29069635,0.28770357,0.28775606,0.29744956,0.2625227,0.1637,0.2287,0.33835,0.4835,0.49995,0.44665,0.315,0.3063,0.299217544,0.2169,0.39085,0.668,0.82825,0.8379,0.8274,0.81845,0.805,0.597899123,0.27625,0.351428571,0.56625,0.57875,0.628571429,0.40625,0.5725,0.764285714,0.475054466,0.4625,0.842857143,2.025,2.625,2.271428571,1.35,2.125,2.385714286,1.756862745,0.0048,0.015366667,0.030925,0.048975,0.059875,0.037325,0.03525,0.017166667,0.02284087,0.003925,0.013333333,0.02565,0.032175,0.040025,0.02945,0.0255,0.011966667,0.014912609,871,0.49476156
